Symbol,Name,Last Sale,Market Cap,Sector,Industry
A,Agilent Technologies Inc. Common Stock,$133.16,38850877716.0,Industrials,Electrical Products
AA,Alcoa Corporation Common Stock ,$39.71,7130315210.0,Industrials,Aluminum
AACI,Armada Acquisition Corp. I Common Stock,$11.405,0.0,Finance,Blank Checks
AACIW,Armada Acquisition Corp. I Warrant,$0.111,0.0,Finance,Blank Checks
AADI,Aadi Bioscience Inc. Common Stock,$1.70,41742149.0,Health Care,Biotechnology: Pharmaceutical Preparations
AAGR,African Agriculture Holdings Inc. Common Stock,$0.348,20137657.0,Consumer Staples,Farming/Seeds/Milling
AAGRW,African Agriculture Holdings Inc. Warrant,$0.012,694402.0,Consumer Staples,Farming/Seeds/Milling
AAL,American Airlines Group Inc. Common Stock,$11.50,7545038956.0,Consumer Discretionary,Air Freight/Delivery Services
AAMC,Altisource Asset Management Corp Com,$2.42,6181919.0,Finance,Real Estate
AAME,Atlantic American Corporation Common Stock,$1.775,36209570.0,Finance,Life Insurance
AAN,Aarons Holdings Company Inc. Common Stock ,$8.16,249904472.0,Consumer Discretionary,Diversified Commercial Services
AAOI,Applied Optoelectronics Inc. Common Stock,$10.44,406198821.0,Technology,Semiconductors
AAON,AAON Inc. Common Stock,$74.13,6094174001.0,Industrials,Industrial Machinery/Components
AAP,Advance Auto Parts Inc.,$64.93,3871275744.0,Consumer Discretionary,Auto & Home Supply Stores
AAPL,Apple Inc. Common Stock,$213.07,3267232851740.0,Technology,Computer Manufacturing
AAT,American Assets Trust Inc. Common Stock,$21.24,1293382146.0,Real Estate,Real Estate Investment Trusts
AB,AllianceBernstein Holding L.P.  Units,$32.93,3792337480.0,Finance,Investment Managers
ABAT,American Battery Technology Company Common Stock,$1.21,70903741.0,Basic Materials,Metal Mining
ABBV,AbbVie Inc. Common Stock,$166.09,293292979746.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABCB,Ameris Bancorp Common Stock,$48.66,3362759272.0,Finance,Major Banks
ABEO,Abeona Therapeutics Inc. Common Stock,$4.50,185337018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABG,Asbury Automotive Group Inc Common Stock,$234.54,4731196466.0,Consumer Discretionary,Other Specialty Stores
ABIO,ARCA biopharma Inc. Common Stock,$3.34,48453858.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ABL,Abacus Life Inc. Class A Common Stock,$10.41,665462540.0,Finance,Investment Managers
ABLLL,Abacus Life Inc. 9.875% Fixed Rate Senior Notes due 2028,$25.50,1630095558.0,Finance,Investment Managers
ABLLW,Abacus Life Inc. Warrant,$0.40,25570126.0,Finance,Investment Managers
ABM,ABM Industries Incorporated Common Stock,$51.26,3217263315.0,Finance,Diversified Commercial Services
ABNB,Airbnb Inc. Class A Common Stock,$149.32,96168622456.0,Finance,Diversified Commercial Services
ABOS,Acumen Pharmaceuticals Inc. Common Stock,$2.70,162215401.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ABR,Arbor Realty Trust Common Stock,$13.68,2578880549.0,Real Estate,Real Estate Investment Trusts
ABR^D,Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per Share,$18.84,,,
ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,$18.15,,,
ABR^F,Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per share,$19.87,,,
ABSI,Absci Corporation Common Stock,$4.96,560894998.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ABT,Abbott Laboratories Common Stock,$104.38,181582971764.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABVC,ABVC BioPharma Inc. Common Stock,$0.8577,9307609.0,Health Care,Biotechnology: Pharmaceutical Preparations
AC,Associated Capital Group Inc. Common Stock,$34.40,736208951.0,Finance,Investment Bankers/Brokers/Service
ACA,Arcosa Inc. Common Stock ,$84.96,4127572938.0,Industrials,Metal Fabrications
ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock,$11.15,0.0,Finance,Blank Checks
ACABW,Atlantic Coastal Acquisition Corp. II Warrant,$0.05,0.0,Finance,Blank Checks
ACAC,Acri Capital Acquisition Corporation Class A Common Stock,$11.29,0.0,Finance,Blank Checks
ACACU,Acri Capital Acquisition Corporation Unit,$11.77,0.0,Finance,Blank Checks
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,$15.37,2539444987.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACCD,Accolade Inc. Common Stock,$6.51,510103471.0,Consumer Discretionary,Business Services
ACCO,Acco Brands Corporation Common Stock,$4.88,466721882.0,Consumer Discretionary,Publishing
ACDC,ProFrac Holding Corp. Class A Common Stock,$8.85,1415434034.0,Energy,Oilfield Services/Equipment
ACEL,Accel Entertainment Inc. ,$10.39,870122935.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
ACET,Adicet Bio Inc. Common Stock ,$1.40,115042904.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACHC,Acadia Healthcare Company Inc. Common Stock,$67.81,6291045897.0,Health Care,Medical Specialities
ACHR,Archer Aviation Inc. Class A Common Stock,$3.36,1087154527.0,Industrials,Aerospace
ACHV,Achieve Life Sciences Inc. Common Shares,$5.22,179261602.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACI,Albertsons Companies Inc. Class A Common Stock,$20.20,11663634793.0,Consumer Staples,Food Chains
ACIC,American Coastal Insurance Corporation Common Stock,$10.98,525156831.0,Finance,Property-Casualty Insurers
ACIW,ACI Worldwide Inc. Common Stock,$35.25,3716752668.0,Technology,Computer Software: Prepackaged Software
ACLS,Axcelis Technologies Inc. Common Stock,$136.57,4442963252.0,Technology,Industrial Machinery/Components
ACLX,Arcellx Inc. Common Stock,$55.06,2945851614.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACM,AECOM Common Stock,$87.93,11969682282.0,Consumer Discretionary,Military/Government/Technical
ACMR,ACM Research Inc. Class A Common Stock,$24.56,1522930921.0,Technology,Industrial Machinery/Components
ACNB,ACNB Corporation Common Stock,$31.78,271387694.0,Finance,Major Banks
ACNT,Ascent Industries Co. Common Stock,$10.21,103424063.0,Industrials,Steel/Iron Ore
ACON,Aclarion Inc. Common Stock,$0.3022,2479098.0,Health Care,Medical Specialities
ACONW,Aclarion Inc. Warrant,$0.041,336344.0,Health Care,Medical Specialities
ACP,abrdn Income Credit Strategies Fund Common Shares,$6.83,0.0,Finance,Investment Managers
ACP^A,abrdn Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,$24.49,,,
ACR,ACRES Commercial Realty Corp. Common Stock,$12.95,103065346.0,Real Estate,Real Estate Investment Trusts
ACR^C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,$24.8298,,,
ACR^D,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,$21.84,,,
ACRE,Ares Commercial Real Estate Corporation Common Stock,$7.13,388633562.0,Real Estate,Real Estate Investment Trusts
ACRS,Aclaris Therapeutics Inc. Common Stock,$1.15,81954504.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACRV,Acrivon Therapeutics Inc. Common Stock,$7.55,233120837.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACT,Enact Holdings Inc. Common Stock,$30.12,4737644859.0,Finance,Specialty Insurers
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,$5.33,533116999.0,Miscellaneous,Multi-Sector Companies
ACU,Acme United Corporation. Common Stock,$35.05,128348894.0,Consumer Discretionary,Industrial Machinery/Components
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,$21.40,221767216.0,Finance,Finance/Investors Services
ACVA,ACV Auctions Inc. Class A Common Stock,$18.90,3120170741.0,Consumer Discretionary,Business Services
ACXP,Acurx Pharmaceuticals Inc. Common Stock,$2.49,39449324.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADBE,Adobe Inc. Common Stock,$459.87,206021760000.0,Technology,Computer Software: Prepackaged Software
ADC,Agree Realty Corporation Common Stock,$60.22,6059694589.0,Real Estate,Real Estate Investment Trusts
ADC^A,Agree Realty Corporation Depositary Shares each representing 1/1000th of a 4.250% Series A Cumulative Redeemable Preferred Stock,$17.44,,,
ADD,Color Star Technology Co. Ltd. Class A Ordinary Shares,$0.2321,3757934.0,Consumer Discretionary,Engineering & Construction
ADEA,Adeia Inc. Common Stock,$11.51,1248920726.0,Technology,Semiconductors
ADI,Analog Devices Inc. Common Stock,$238.44,118317947383.0,Technology,Semiconductors
ADIL,Adial Pharmaceuticals Inc Common Stock,$1.28,5418634.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADM,Archer-Daniels-Midland Company Common Stock,$60.47,29898653101.0,Consumer Staples,Packaged Foods
ADMA,ADMA Biologics Inc Common Stock,$10.78,2498903144.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADN,Advent Technologies Holdings Inc. Class A Common Stock,$3.65,9443612.0,Utilities,Power Generation
ADNT,Adient plc Ordinary Shares ,$27.64,2482725327.0,Consumer Discretionary,Auto Parts:O.E.M.
ADNWW,Advent Technologies Holdings Inc. Warrant,$0.0141,36481.0,Utilities,Power Generation
ADP,Automatic Data Processing Inc. Common Stock,$246.13,100738875545.0,Technology,EDP Services
ADPT,Adaptive Biotechnologies Corporation Common Stock,$3.46,509894401.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADSK,Autodesk Inc. Common Stock,$223.02,48172320000.0,Technology,Computer Software: Prepackaged Software
ADT,ADT Inc. Common Stock,$7.47,6800493242.0,Consumer Discretionary,Diversified Commercial Services
ADTH,AdTheorent Holding Company Inc. Common Stock,$3.20,294266435.0,Technology,Computer Software: Programming Data Processing
ADTHW,AdTheorent Holding Company Inc. Warrants,$0.44,39997896.0,Technology,Computer Software: Programming Data Processing
ADTN,ADTRAN Holdings Inc. Common Stock,$5.22,412988313.0,Telecommunications,Telecommunications Equipment
ADTX,Aditxt Inc. Common Stock,$1.92,3197211.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADUS,Addus HomeCare Corporation Common Stock,$118.45,1939066299.0,Health Care,Medical/Nursing Services
ADV,Advantage Solutions Inc. Class A Common Stock,$3.06,985869328.0,Consumer Discretionary,Advertising
ADVM,Adverum Biotechnologies Inc. Common Stock,$7.87,163356410.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADVWW,Advantage Solutions Inc. Warrant,$0.07,22552566.0,Consumer Discretionary,Advertising
ADX,Adams Diversified Equity Fund Inc.,$21.08,0.0,Finance,Investment Managers
AE,Adams Resources & Energy Inc. Common Stock,$26.84,68901071.0,Energy,Oil Refining/Marketing
AEAE,AltEnergy Acquisition Corp. Class A Common Stock,$11.38,0.0,Finance,Blank Checks
AEAEW,AltEnergy Acquisition Corp. Warrant,$0.0292,0.0,Finance,Blank Checks
AEE,Ameren Corporation Common Stock,$70.14,18704260032.0,Utilities,Power Generation
AEF,abrdn Emerging Markets Equity Income Fund Inc. Common Stock,$5.29,567947625.0,Finance,Finance/Investors Services
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,$20.85,0.0,,
AEHR,Aehr Test Systems Common Stock,$13.85,400468997.0,Industrials,Electrical Products
AEI,Alset Inc. Common Stock (TX),$1.07,9881577.0,Finance,Real Estate
AEIS,Advanced Energy Industries Inc. Common Stock,$109.60,4103715536.0,Technology,Industrial Machinery/Components
AEMD,Aethlon Medical Inc. Common Stock,$0.5226,1369421.0,Health Care,Medical/Dental Instruments
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,$3.80,193536926.0,Consumer Discretionary,Durable Goods
AENTW,Alliance Entertainment Holding Corporation Warrants,$0.07,3565154.0,Consumer Discretionary,Durable Goods
AEO,American Eagle Outfitters Inc. Common Stock,$20.92,4109323863.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores
AEON,AEON Biopharma Inc. Class A Common Stock,$1.51,59074579.0,Health Care,Biotechnology: Pharmaceutical Preparations
AEP,American Electric Power Company Inc. Common Stock,$87.96,46365629922.0,Utilities,Electric Utilities: Central
AERT,Aeries Technology Inc. Class A Ordinary Share,$1.44,22491367.0,Consumer Discretionary,Professional Services
AERTW,Aeries Technology Inc. Warrant,$0.0175,273333.0,Consumer Discretionary,Professional Services
AES,The AES Corporation Common Stock,$19.66,13971706280.0,Utilities,Electric Utilities: Central
AESI,Atlas Energy Solutions Inc. Common Stock,$21.57,2369475199.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
AEVA,Aeva Technologies Inc. Common Stock,$2.99,158012611.0,Consumer Discretionary,Auto Parts:O.E.M.
AEYE,AudioEye Inc. Common Stock,$21.54,250702789.0,Technology,Computer Software: Prepackaged Software
AFB,AllianceBernstein National Municipal Income Fund Inc,$10.92,0.0,Finance,Trusts Except Educational Religious and Charitable
AFBI,Affinity Bancshares Inc. Common Stock (MD),$20.66,132567534.0,Finance,Banks
AFCG,AFC Gamma Inc. Common Stock,$12.21,252345218.0,Finance,Real Estate
AFG,American Financial Group Inc. Common Stock,$125.41,10517756959.0,Finance,Property-Casualty Insurers
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,$23.57,1976744530.0,Finance,Property-Casualty Insurers
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,$20.6201,1729345349.0,Finance,Property-Casualty Insurers
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,$23.14,1940681732.0,Finance,Property-Casualty Insurers
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,$18.64,1563280358.0,,
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,$10.4677,0.0,,
AFJKU,Aimei Health Technology Co. Ltd Unit,$10.48,0.0,,
AFL,AFLAC Incorporated Common Stock,$88.19,50111537601.0,Finance,Accident &Health Insurance
AFRM,Affirm Holdings Inc. Class A Common Stock,$35.75,11051205844.0,Finance,Finance: Consumer Services
AGAE,Allied Gaming & Entertainment Inc. Common Stock,$0.80,36412250.0,Telecommunications,Cable & Other Pay Television Services
AGCO,AGCO Corporation Common Stock,$103.77,7743265619.0,Industrials,Industrial Machinery/Components
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,$9.81,0.0,Finance,Trusts Except Educational Religious and Charitable
AGEN,Agenus Inc. Common Stock,$16.92,355307496.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGFY,Agrify Corporation Common Stock,$0.2767,3937271.0,Consumer Staples,Farming/Seeds/Milling
AGIO,Agios Pharmaceuticals Inc. Common Stock,$47.97,2723399179.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGL,agilon health inc. Common Stock,$6.88,2829479870.0,Health Care,Misc Health and Biotechnology Services
AGM,Federal Agricultural Mortgage Corporation Common Stock,$174.49,1898597946.0,Finance,Finance Companies
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,$25.24,,,
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,$23.135,,,
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,$23.66,,,
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,$21.60,,,
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,$19.81,,,
AGNC,AGNC Investment Corp. Common Stock,$9.73,7073021281.0,Real Estate,Real Estate Investment Trusts
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,$24.10,17518994130.0,Real Estate,Real Estate Investment Trusts
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,$25.29,12084371280.0,Real Estate,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,$25.97,12409297040.0,Real Estate,Real Estate Investment Trusts
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,$24.955,401776.0,Real Estate,Real Estate Investment Trusts
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$24.15,555450.0,Real Estate,Real Estate Investment Trusts
AGR,Avangrid Inc. Common Stock,$35.25,13638445665.0,Utilities,Electric Utilities: Central
AGS,PlayAGS Inc. Common Stock,$11.51,454121836.0,Consumer Discretionary,Miscellaneous manufacturing industries
AGX,Argan Inc. Common Stock,$76.57,1022541201.0,Consumer Discretionary,Engineering & Construction
AGYS,Agilysys Inc. Common Stock (DE),$91.84,2521394922.0,Technology,EDP Services
AHCO,AdaptHealth Corp. Common Stock,$11.52,1534486164.0,Health Care,Medical/Nursing Services
AHH,Armada Hoffler Properties Inc. Common Stock,$11.07,742503103.0,Finance,Real Estate
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,$21.80,,,
AHT,Ashford Hospitality Trust Inc Common Stock,$1.04,44102633.0,Real Estate,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,$15.95,,,
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,$14.60,,,
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,$14.397,,,
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,$14.4999,,,
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,$14.77,,,
AI,C3.ai Inc. Class A Common Stock,$31.62,3859182771.0,Technology,Computer Software: Prepackaged Software
AIG,American International Group Inc. New Common Stock,$74.68,49562726912.0,Finance,Life Insurance
AILE,iLearningEngines Inc. Common Stock,$7.25,973772832.0,Technology,Computer Software: Prepackaged Software
AILEW,iLearningEngines Inc. Warrant,$0.4797,64430183.0,Technology,Computer Software: Prepackaged Software
AIM,AIM ImmunoTech Inc. Common Stock,$0.3827,19625406.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AIMAW,Aimfinity Investment Corp. I Warrant,$0.02,0.0,Finance,Blank Checks
AIMBU,Aimfinity Investment Corp. I Subunit,$11.30,0.0,Finance,Blank Checks
AIMD,Ainos Inc. Common Stock,$0.8499,5341027.0,Health Care,Biotechnology: Pharmaceutical Preparations
AIMDW,Ainos Inc. Warrants,$0.0681,427961.0,Health Care,Biotechnology: Pharmaceutical Preparations
AIN,Albany International Corporation Common Stock,$85.79,2676648000.0,Consumer Discretionary,Textiles
AINC,Ashford Inc. (Holding Company) Common Stock,$4.86,16672230.0,Consumer Discretionary,Professional Services
AIP,Arteris Inc. Common Stock,$8.30,319376713.0,Technology,Semiconductors
AIR,AAR Corp. Common Stock,$67.12,2377863999.0,Industrials,Aerospace
AIRC,Apartment Income REIT Corp. Common Stock,$38.83,5634396901.0,Real Estate,Real Estate Investment Trusts
AIRE,reAlpha Tech Corp. Common Stock,$1.02,45004533.0,Finance,Real Estate
AIRG,Airgain Inc. Common Stock,$5.56,59922489.0,Technology,Radio And Television Broadcasting And Communications Equipment
AIRI,Air Industries Group Common Stock,$3.60,11969226.0,Industrials,Military/Government/Technical
AIRJ,Montana Technologies Corporation Class A Common Stock,$9.50,511322414.0,Finance,Blank Checks
AIRJW,Montana Technologies Corporation Warrant,$1.50,80735118.0,Finance,Blank Checks
AIRS,AirSculpt Technologies Inc. Common Stock,$4.20,241793798.0,Health Care,Medical/Nursing Services
AIRT,Air T Inc. Common Stock,$23.40,66023194.0,Consumer Discretionary,Air Freight/Delivery Services
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,$17.10,48247718.0,Consumer Discretionary,Air Freight/Delivery Services
AISP,Airship AI Holdings Inc. Class A Common Stock,$4.38,101436941.0,Technology,Computer Software: Prepackaged Software
AISPW,Airship AI Holdings Inc. Warrants,$0.37,8568874.0,Technology,Computer Software: Prepackaged Software
AIT,Applied Industrial Technologies Inc. Common Stock,$190.49,7353412512.0,Consumer Discretionary,Industrial Specialties
AITR,AI TRANSPORTATION ACQUISITION CORP Ordinary shares,$10.35,0.0,,
AITRU,AI TRANSPORTATION ACQUISITION CORP Unit,$10.55,0.0,,
AIV,Apartment Investment and Management Company Common Stock,$8.06,1167306628.0,Real Estate,Real Estate Investment Trusts
AIZ,Assurant Inc. Common Stock,$168.96,8783521444.0,Finance,Property-Casualty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,$21.06,1094821032.0,Finance,Specialty Insurers
AJG,Arthur J. Gallagher & Co. Common Stock,$258.88,56565280000.0,Finance,Specialty Insurers
AJX,Great Ajax Corp. Common Stock,$3.66,135357656.0,Real Estate,Real Estate Investment Trusts
AKAM,Akamai Technologies Inc. Common Stock,$88.40,13464782843.0,Consumer Discretionary,Business Services
AKBA,Akebia Therapeutics Inc. Common Stock,$1.16,243131798.0,Health Care,Biotechnology: Pharmaceutical Preparations
AKLI,Akili Inc. Common Stock,$0.421,33139388.0,Health Care,Medical/Dental Instruments
AKR,Acadia Realty Trust Common Stock,$17.08,1762339473.0,Real Estate,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,$24.29,1679677960.0,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,$0.1543,15224670.0,Utilities,Telecommunications Equipment
AKYA,Akoya BioSciences Inc. Common Stock,$2.26,111612918.0,Industrials,Biotechnology: Laboratory Analytical Instruments
AL,Air Lease Corporation Class A Common Stock,$46.12,5136223026.0,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,$25.21,,,
ALAB,Astera Labs Inc. Common Stock,$64.57,10053633006.0,Technology,Semiconductors
ALB,Albemarle Corporation Common Stock,$112.65,13239469833.0,Industrials,Major Chemicals
ALB^A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,$51.70,,,
ALBT,Avalon GloboCare Corp. Common Stock,$0.4906,5447884.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALCE,Alternus Clean Energy Inc. Class A Common Stock,$0.3551,28903955.0,Utilities,Power Generation
ALCO,Alico Inc. Common Stock,$25.76,196399006.0,,
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,$10.695,0.0,Finance,Blank Checks
ALCYW,Alchemy Investments Acquisition Corp 1 Warrants,$0.18,0.0,Finance,Blank Checks
ALDX,Aldeyra Therapeutics Inc. Common Stock,$3.89,231122362.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,$63.09,3638152293.0,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,$4.70,453007441.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,$16.55,1201400033.0,Real Estate,Real Estate Investment Trusts
ALFUU,Centurion Acquisition Corp. Unit,$10.01,0.0,,
ALG,Alamo Group Inc. Common Stock,$181.72,2190214645.0,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,$29.59,5733007167.0,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,$266.13,20034715361.0,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,$0.51,39836063.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALGT,Allegiant Travel Company Common Stock,$53.38,973239320.0,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,$8.10,1548705947.0,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,$3.12,163452161.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,$7.42,4166257892.0,Technology,EDP Services
ALK,Alaska Air Group Inc. Common Stock,$41.51,5267280195.0,Consumer Discretionary,Air Freight/Delivery Services
ALKT,Alkami Technology Inc. Common Stock,$27.09,2641694434.0,Technology,Computer Software: Prepackaged Software
ALL,Allstate Corporation (The) Common Stock,$160.63,42392719779.0,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,$25.99,,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,$22.39,,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,$20.93,,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,$27.25,,,
ALLE,Allegion plc Ordinary Shares,$119.99,10492009113.0,Consumer Discretionary,Diversified Commercial Services
ALLK,Allakos Inc. Common Stock,$1.28,113336927.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,$2.57,439093184.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,$0.5101,8981198.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALLY,Ally Financial Inc. Common Stock,$39.94,12141010007.0,Finance,Major Banks
ALNT,Allient Inc. Common Stock,$26.19,439354457.0,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,$159.04,20117252373.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,$16.50,123973806.0,Technology,Computer peripheral equipment
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,$0.5194,14052631.0,Telecommunications,Telecommunications Equipment
ALRM,Alarm.com Holdings Inc. Common Stock,$63.31,3177447610.0,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,$3.25,70166122.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,$18.72,370221434.0,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,$11.44,0.0,Finance,Blank Checks
ALSAR,Alpha Star Acquisition Corporation Rights,$0.1343,0.0,Finance,Blank Checks
ALSAU,Alpha Star Acquisition Corporation Units,$12.10,0.0,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,$74.25,6495253974.0,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,$6.38,452355979.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,$8.96,296998374.0,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),$26.0389,,,
ALTI,AlTi Global Inc. Class A Common Stock,$5.18,621639570.0,Finance,Investment Managers
ALTM,Arcadium Lithium plc Ordinary Shares,$3.86,4150239750.0,Industrials,Major Chemicals
ALTO,Alto Ingredients Inc. Common Stock,$1.38,105748992.0,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,$97.17,8068303006.0,Technology,Computer Software: Prepackaged Software
ALUR,Allurion Technologies Inc. Common Stock,$1.39,66647653.0,Health Care,Medical/Dental Instruments
